0.0, 40.390538000000, -3.710352000000, 99.999
0.1, 40.390549000000, -3.710324666667, 99.999
0.2, 40.390560000000, -3.710297333333, 99.999
0.3, 40.390571000000, -3.710270000000, 99.999
0.4, 40.390571000000, -3.710270000000, 99.999
0.5, 40.390581833333, -3.710243833333, 99.999
0.6, 40.390592666667, -3.710217666667, 99.999
0.7, 40.390603500000, -3.710191500000, 99.999
0.8, 40.390614333333, -3.710165333333, 99.999
0.9, 40.390625166667, -3.710139166667, 99.999
1.0, 40.390636000000, -3.710113000000, 99.999
1.1, 40.390636000000, -3.710113000000, 99.999
1.2, 40.390647000000, -3.710086642857, 99.999
1.3, 40.390658000000, -3.710060285714, 99.999
1.4, 40.390669000000, -3.710033928571, 99.999
1.5, 40.390680000000, -3.710007571429, 99.999
1.6, 40.390691000000, -3.709981214286, 99.999
1.7, 40.390702000000, -3.709954857143, 99.999
1.8, 40.390713000000, -3.709928500000, 99.999
1.9, 40.390724000000, -3.709902142857, 99.999
2.0, 40.390735000000, -3.709875785714, 99.999
2.1, 40.390746000000, -3.709849428571, 99.999
2.2, 40.390757000000, -3.709823071429, 99.999
2.3, 40.390768000000, -3.709796714286, 99.999
2.4, 40.390779000000, -3.709770357143, 99.999
2.5, 40.390790000000, -3.709744000000, 99.999
2.6, 40.390801000000, -3.709717642857, 99.999
2.7, 40.390812000000, -3.709691285714, 99.999
2.8, 40.390823000000, -3.709664928571, 99.999
2.9, 40.390834000000, -3.709638571429, 99.999
3.0, 40.390845000000, -3.709612214286, 99.999
3.1, 40.390856000000, -3.709585857143, 99.999
3.2, 40.390867000000, -3.709559500000, 99.999
3.3, 40.390878000000, -3.709533142857, 99.999
3.4, 40.390889000000, -3.709506785714, 99.999
3.5, 40.390900000000, -3.709480428571, 99.999
3.6, 40.390911000000, -3.709454071429, 99.999
3.7, 40.390922000000, -3.709427714286, 99.999
3.8, 40.390933000000, -3.709401357143, 99.999
3.9, 40.390944000000, -3.709375000000, 99.999
4.0, 40.390944000000, -3.709375000000, 99.999
4.1, 40.390946000000, -3.709370000000, 99.999
4.2, 40.390946000000, -3.709370000000, 99.999
4.3, 40.390957125000, -3.709342937500, 99.999
4.4, 40.390968250000, -3.709315875000, 99.999
4.5, 40.390979375000, -3.709288812500, 99.999
4.6, 40.390990500000, -3.709261750000, 99.999
4.7, 40.391001625000, -3.709234687500, 99.999
4.8, 40.391012750000, -3.709207625000, 99.999
4.9, 40.391023875000, -3.709180562500, 99.999
5.0, 40.391035000000, -3.709153500000, 99.999
5.1, 40.391046125000, -3.709126437500, 99.999
5.2, 40.391057250000, -3.709099375000, 99.999
5.3, 40.391068375000, -3.709072312500, 99.999
5.4, 40.391079500000, -3.709045250000, 99.999
5.5, 40.391090625000, -3.709018187500, 99.999
5.6, 40.391101750000, -3.708991125000, 99.999
5.7, 40.391112875000, -3.708964062500, 99.999
5.8, 40.391124000000, -3.708937000000, 99.999
5.9, 40.391124000000, -3.708937000000, 99.999
6.0, 40.391135470588, -3.708911411765, 99.999
6.1, 40.391146941176, -3.708885823529, 99.999
6.2, 40.391158411765, -3.708860235294, 99.999
6.3, 40.391169882353, -3.708834647059, 99.999
