 13.4,-3813401719,3554282230,3662858603
 13.5,-3813401054,3554282636,3662858899
 13.6,-3813400390,3554283047,3662859189
 13.7,-3813399727,3554283462,3662859475
 13.8,-3813399064,3554283882,3662859755
 13.9,-3813398402,3554284307,3662860031
 14.0,-3813397741,3554284736,3662860301
 14.1,-3813397080,3554285170,3662860566
 14.2,-3813396421,3554285608,3662860826
 14.3,-3813395762,3554286051,3662861080
 14.4,-3813395105,3554286498,3662861329
 14.5,-3813394448,3554286949,3662861573
 14.6,-3813393792,3554287405,3662861812
 14.7,-3813393138,3554287865,3662862045
 14.8,-3813392485,3554288330,3662862273
 14.9,-3813391833,3554288798,3662862495
 15.0,-3813391182,3554289271,3662862713
 15.1,-3813390532,3554289749,3662862924
 15.2,-3813389884,3554290230,3662863131
 15.3,-3813389237,3554290715,3662863332
 15.4,-3813388592,3554291205,3662863527
 15.5,-3813387948,3554291698,3662863718
 15.6,-3813387305,3554292196,3662863902
 15.7,-3813386664,3554292698,3662864082
 15.8,-3813386025,3554293203,3662864255
 15.9,-3813385388,3554293713,3662864424
 16.0,-3813384752,3554294226,3662864586
 16.1,-3813384118,3554294743,3662864744
 16.2,-3813383485,3554295264,3662864895
 16.3,-3813382855,3554295789,3662865042
 16.4,-3813382226,3554296318,3662865182
 16.5,-3813381599,3554296850,3662865318
 16.6,-3813380974,3554297386,3662865447
 16.7,-3813380351,3554297925,3662865571
 16.8,-3813379731,3554298469,3662865690
 16.9,-3813379112,3554299015,3662865802
 17.0,-3813378495,3554299566,3662865910
 17.1,-3813377881,3554300119,3662866011
 17.2,-3813377269,3554300676,3662866107
 17.3,-3813376659,3554301237,3662866198
 17.4,-3813376051,3554301801,3662866283
 17.5,-3813375446,3554302368,3662866362
 17.6,-3813374843,3554302939,3662866435
 17.7,-3813374243,3554303513,3662866503
 17.8,-3813373644,3554304090,3662866565
 17.9,-3813373049,3554304670,3662866622
 18.0,-3813372456,3554305253,3662866673
 18.1,-3813371866,3554305840,3662866718
 18.2,-3813371278,3554306429,3662866758
 18.3,-3813370693,3554307021,3662866792
 18.4,-3813370111,3554307617,3662866820
 18.5,-3813369531,3554308215,3662866843
 18.6,-3813368954,3554308816,3662866860
 18.7,-3813368380,3554309420,3662866871
 18.8,-3813367809,3554310027,3662866877
 18.9,-3813367241,3554310637,3662866877
 19.0,-3813366676,3554311249,3662866871
 19.1,-3813366114,3554311864,3662866860
 19.2,-3813365554,3554312482,3662866843
 19.3,-3813364998,3554313102,3662866820
 19.4,-3813364445,3554313725,3662866792
 19.5,-3813363895,3554314350,3662866758
 19.6,-3813363349,3554314978,3662866718
 19.7,-3813362805,3554315608,3662866673
 19.8,-3813362265,3554316240,3662866622
 19.9,-3813361728,3554316875,3662866565
 20.0,-3813361195,3554317512,3662866503
 20.1,-3813360664,3554318152,3662866435
 20.2,-3813360138,3554318793,3662866361
 20.3,-3813359614,3554319437,3662866282
 20.4,-3813359094,3554320082,3662866197
 20.5,-3813358578,3554320730,3662866106
 20.6,-3813358065,3554321380,3662866010
 20.7,-3813357556,3554322032,3662865909
 20.8,-3813357051,3554322686,3662865801
 20.9,-3813356549,3554323341,3662865689
 21.0,-3813356050,3554323999,3662865570
 21.1,-3813355556,3554324658,3662865446
 21.2,-3813355065,3554325319,3662865316
 21.3,-3813354578,3554325981,3662865181
 21.4,-3813354095,3554326646,3662865040
 21.5,-3813353616,3554327312,3662864894
 21.6,-3813353141,3554327979,3662864742
 21.7,-3813352669,3554328648,3662864585
 21.8,-3813352202,3554329318,3662864422
 21.9,-3813351739,3554329990,3662864254
 22.0,-3813351279,3554330663,3662864080
 22.1,-3813350824,3554331338,3662863901
 22.2,-3813350373,3554332014,3662863716
 22.3,-3813349926,3554332691,3662863526
 22.4,-3813349483,3554333369,3662863330
 22.5,-3813349044,3554334048,3662863129
 22.6,-3813348609,3554334729,3662862923
 22.7,-3813348179,3554335410,3662862711
 22.8,-3813347753,3554336093,3662862493
 22.9,-3813347331,3554336776,3662862271
 23.0,-3813346914,3554337460,3662862043
 23.1,-3813346501,3554338146,3662861809
 23.2,-3813346092,3554338831,3662861571
 23.3,-3813345688,3554339518,3662861327
 23.4,-3813345288,3554340206,3662861078
 23.5,-3813344893,3554340894,3662860823
 23.6,-3813344502,3554341582,3662860564
 23.7,-3813344116,3554342272,3662860299
 23.8,-3813343735,3554342961,3662860028
 23.9,-3813343357,3554343652,3662859753
 24.0,-3813342985,3554344342,3662859472
 24.1,-3813342617,3554345033,3662859187
 24.2,-3813342254,3554345725,3662858896
 24.3,-3813341896,3554346416,3662858600
 24.4,-3813341542,3554347108,3662858299
 24.5,-3813341193,3554347800,3662857993
 24.6,-3813340849,3554348492,3662857682
 24.7,-3813340509,3554349185,3662857366
 24.8,-3813340174,3554349877,3662857044
 24.9,-3813339845,3554350569,3662856718
 25.0,-3813339520,3554351261,3662856387
 25.1,-3813339199,3554351954,3662856051
 25.2,-3813338884,3554352646,3662855710
 25.3,-3813338574,3554353337,3662855364
 25.4,-3813338269,3554354029,3662855013
 25.5,-3813337968,3554354720,3662854658
 25.6,-3813337673,3554355411,3662854297
 25.7,-3813337383,3554356101,3662853932
 25.8,-3813337097,3554356791,3662853562
 25.9,-3813336817,3554357481,3662853187
 26.0,-3813336542,3554358170,3662852808
 26.1,-3813336272,3554358858,3662852423
 26.2,-3813336006,3554359546,3662852035
 26.3,-3813335747,3554360233,3662851641
 26.4,-3813335492,3554360919,3662851243
 26.5,-3813335242,3554361605,3662850840
 26.6,-3813334998,3554362290,3662850433
 26.7,-3813334758,3554362973,3662850021
 26.8,-3813334524,3554363656,3662849605
 26.9,-3813334296,3554364338,3662849185
 27.0,-3813334072,3554365019,3662848759
 27.1,-3813333854,3554365699,3662848330
 27.2,-3813333641,3554366378,3662847896
 27.3,-3813333433,3554367056,3662847458
 27.4,-3813333230,3554367732,3662847015
 27.5,-3813333033,3554368407,3662846568
 27.6,-3813332841,3554369081,3662846117
 27.7,-3813332655,3554369754,3662845661
 27.8,-3813332474,3554370425,3662845202
 27.9,-3813332298,3554371094,3662844738
 28.0,-3813332128,3554371763,3662844270
 28.1,-3813331963,3554372429,3662843798
 28.2,-3813331803,3554373094,3662843322
 28.3,-3813331649,3554373758,3662842842
